sample_name,value
x0,-0.7390212104234178
x0,-0.4470736488888715
x0,0.4859053088475208
x0,0.8599099651143121
x0,0.3082219098764777
x0,0.9451769008899311
x0,0.7082459204006283
x0,1.336944578828005
x0,0.17133188821514575
x0,-0.4260776033441265
x0,-1.0387231077290913
x0,-0.6122048252921963
x0,0.18593365429858733
x0,0.5110186389978979
x0,-0.5974642647406284
x0,-1.2988460698023028
x0,-0.5061696677734959
x0,-2.101898050391018
x0,-0.9444636098489321
x0,0.08858405360841515
x0,-0.35847300486670264
x0,-0.3580638417902128
x0,0.910272835331791
x0,1.9590395146826216
x0,0.536026411603708
x0,1.1676144587250947
x0,-1.1346164408340642
x0,-1.2961898764456024
x0,-0.744587927587434
x0,-0.514903563889378
x0,0.7062111261748143
x0,0.9663697440153315
x0,0.3510197008720126
x0,1.0654944292482798
x0,0.962220214420623
x0,-0.7564802720855216
x0,0.08814746455945793
x0,-1.1170525430276492
x0,-1.3945501284524418
x0,0.22432465359887976
x0,0.12760436699529704
x0,0.7917370365705579
x0,2.428793252693369
x0,-1.8560826252992464
x0,0.03351940214534662
x0,-0.9990308209477406
x0,0.021396554638332472
x0,1.3515076966680513
x0,-0.8296882085035752
x0,0.7273224168721699
x0,0.6564629585329361
x0,0.2529660729809866
x0,-0.7883760411325254
x0,0.41450358961941225
x0,-0.32563202827067966
x0,0.6923187446492686
x0,-0.3675112347744189
x0,1.2890337533697676
x0,1.7921173667792716
x0,-0.9696396653567866
x0,0.746561444983439
x0,-0.6507141479646853
x0,-0.57143142910025
x0,0.4518804299068398
x0,-0.46289425494881886
x0,0.3461174028023195
x0,2.1280711803758403
x0,0.2434981491395507
x0,-0.5541509831396253
x0,1.5795428648561618
x0,-0.03814729715906008
x0,-0.4074756007986186
x0,0.4062153858900214
x0,0.22332344870169582
x0,1.1083696845693198
x0,0.7989729169502481
x0,0.5979207795237765
x0,0.14092402214264282
x0,1.5221822662882882
x0,0.41382191515211736
x0,-0.1773337809795528
x0,-1.5544471311598742
x0,0.5335779327905914
x0,0.1978720481874787
x0,-1.1730375723283593
x0,-1.4116841362081956
x0,-1.3103494580933246
x0,-0.062232529328852565
x0,1.7574826751733765
x0,2.5427740660093736
x0,1.8410662056102078
x0,-1.9258756512493795
x0,0.5458907657379374
x0,1.2263928978140104
x0,0.28616469888596624
x0,-1.8698013860890026
x0,-0.8481545741626312
x0,0.4354127237598272
x0,1.176167221783102
x0,0.8833322385518136
x1,-1.0986211447083565
x1,1.0285461275604162
x1,0.3127717366542584
x1,2.0283623326909748
x1,2.2430055304929883
x1,1.1559743108349634
x1,-0.27881663324458805
x1,0.3337829818592152
x1,2.8038477028245827
x1,-0.3495579175174466
x1,0.8492395423267409
x1,2.4605705050375706
x1,1.9415259341970987
x1,1.666552816423156
x1,-0.007091591360035787
x1,2.018636822538313
x1,0.5601671329400565
x1,0.7778870475391497
x1,0.5293541045021021
x1,0.9654302559004567
x1,1.0604476394500721
x1,0.7987176925726238
x1,1.7458555917345269
x1,-0.14713920470635378
x1,2.881011349733275
x1,1.59361018725529
x1,-0.6958422967088558
x1,1.962674819214424
x1,2.166424658190717
x1,1.8883256583169898
x1,1.8628990873338553
x1,1.3732323602548764
x1,0.9626017979613967
x1,-0.9572412361213696
x1,2.173893043878812
x1,1.980931378619895
x1,2.455133460542659
x1,0.7311479140877305
x1,2.422468340981747
x1,0.07776833297652863
x1,1.9033263516867884
x1,0.9468219921210423
x1,2.8537828760732427
x1,0.3057688631757518
x1,0.19637736793147276
x1,0.43081901386337595
x1,0.499844943676109
x1,1.0739689060425983
x1,0.5446797229225369
x1,0.644725334240505
x1,0.41449356513128655
x1,-0.036963483165914246
x1,2.1507154829740815
x1,0.8219797978505546
x1,1.5317801149664751
x1,1.7017627597412348
x1,0.7944073485518048
x1,0.9322021865095264
x1,2.310273418569458
x1,0.8374332404251219
x1,0.8239765508630845
x1,-0.013333341901265117
x1,1.38692092758735
x1,0.45771535062629576
x1,1.3948234530560868
x1,0.8597867261624728
x1,0.05674926794436552
x1,-0.027693958294058296
x1,-0.06689371619622819
x1,-0.27399993348428686
x1,-1.4783487495333003
x1,0.8767647688092368
x1,3.0316498125841576
x1,1.8639104958565036
x1,1.081502510662201
x1,0.46285904819693713
x1,1.1854945613719565
x1,2.0833313495644474
x1,1.2964560518032533
x1,-0.25623668695451784
x1,1.1910624247418053
x1,1.1975229522279909
x1,-0.03776863916452711
x1,-0.7244548173417655
x1,-0.27341842697614305
x1,2.2582419155107862
x1,0.820187670542686
x1,0.8062793709970207
x1,0.5708640369313797
x1,1.1975672576995642
x1,0.5653765172620152
x1,-0.9135532927979166
x1,1.4269653775577038
x1,1.2439274271850955
x1,-0.0436320759973452
x1,0.8609619609321133
x1,0.3218804100444709
x1,1.4154978744452702
x1,1.437198832445636
x1,1.1550204246235838
